time,lat,long,mag,deep,location
2017/9/21 15:19,28.05,85.75,3.3,7,尼泊尔
2017/9/21 18:03,27.93,101.41,3,15,四川凉山州木里县
2017/9/22 1:46,33.02,87.64,3.8,8,西藏那曲地区双湖县
2017/9/23 16:29,41.36,129.06,3.4,0,朝鲜(疑爆)
2017/9/23 18:38,15.54,-94.2,5.7,70,墨西哥沿岸近海
2017/9/23 20:53,16.75,-94.91,6.1,40,墨西哥
2017/9/23 21:30,13.67,120.82,5,190,菲律宾
2017/9/24 2:48,32.51,105.51,2.9,9,四川广元市青川县
2017/9/24 2:50,32.5,105.51,3.1,5,四川广元市青川县
2017/9/24 9:06,32.5,105.52,3.3,13,四川广元市青川县
2017/9/24 13:49,24.01,122.32,4,19,台湾花莲县海域
2017/9/25 19:13,36.62,106.18,2.9,8,宁夏吴忠市同心县
2017/9/26 12:19,-23.63,-176.89,6.4,100,斐济群岛以南
2017/9/26 19:23,39.65,73.85,3.4,8,吉尔吉斯斯坦
2017/9/28 17:33,47.31,121.24,3.8,18,内蒙古呼伦贝尔市扎兰屯市
2017/9/29 12:00,14.89,-94.03,5.6,20,墨西哥沿岸近海
2017/9/29 15:57,33.86,90.5,3.4,9,青海海西州唐古拉地区
2017/9/30 1:02,42.11,83.5,3.2,20,新疆阿克苏地区库车县
2017/9/30 14:14,32.27,105,5.4,13,四川广元市青川县
2017/9/30 20:12,40.52,92.18,3,6,新疆巴音郭楞州若羌县
2017/10/1 20:18,28.5,96.42,3.7,7,西藏林芝市察隅县
2017/10/3 19:17,23.14,106.17,4.1,8,广西百色市靖西市
2017/10/5 3:18,33.29,103.78,3.3,17,四川阿坝州九寨沟县
2017/10/5 7:48,29.4,105.53,2.5,11,重庆荣昌区（有感）
2017/10/5 10:42,26.17,100.58,2.9,9,云南丽江市永胜县
2017/10/6 12:27,39.52,73.21,3.2,8,吉尔吉斯斯坦
2017/10/6 15:59,37.5,144,6.1,10,日本本州东岸远海
2017/10/6 18:25,33.23,103.8,4,20,四川阿坝州九寨沟县
2017/10/7 11:46,39.06,106.77,2.8,11,宁夏石嘴山市平罗县
2017/10/7 23:54,43.72,87.99,2,28,新疆乌鲁木齐市达坂城区(有感）
2017/10/9 4:48,-61.71,154.53,6,10,巴勒尼群岛地区
2017/10/9 6:34,52.38,176.8,6.5,130,阿留申群岛
2017/10/9 7:29,22.49,121.34,4,7,台湾台东县海域
2017/10/10 0:16,47.31,82.31,3,8,哈萨克斯坦
2017/10/10 1:04,28.96,94.93,3.1,6,西藏林芝市墨脱县
2017/10/10 14:32,-18.58,-69.64,6.3,90,智利北部
2017/10/11 2:53,-54.19,8.28,6.7,20,南极洲布韦岛地区
2017/10/11 23:53,33.62,89.98,3.1,7,青海海西州唐古拉地区
2017/10/12 15:52,31.96,94.98,4.5,7,西藏昌都市丁青县
2017/10/13 2:34,25.18,97.91,3.3,7,云南德宏州盈江县
2017/10/13 4:03,32.51,105.52,3.6,16,四川广元市青川县
2017/10/13 23:17,42.2,83.52,3,8,新疆阿克苏地区库车县
2017/10/14 11:02,33.22,103.8,3.2,12,四川阿坝州九寨沟县
2017/10/14 20:16,38.6,76.14,3.3,10,新疆克孜勒苏州阿克陶县
2017/10/15 4:57,39.64,118.23,2.4,10,河北唐山市路北区
2017/10/15 7:03,44.59,80.2,3.2,6,哈萨克斯坦
2017/10/15 8:57,38.6,76.13,3.8,10,新疆克孜勒苏州阿克陶县
2017/10/15 18:21,36.25,102.21,3.4,10,青海海东市乐都区
2017/10/16 21:03,40.41,77.12,3.9,7,新疆克孜勒苏州阿图什市
2017/10/17 3:45,34.67,101.88,3.4,10,青海黄南州河南县
2017/10/18 2:54,28.33,102.83,3.3,18,四川凉山州昭觉县
2017/10/18 4:16,33.04,91.77,3.9,5,青海海西州唐古拉地区
2017/10/18 20:00,-20.5,-173.65,6.3,10,汤加群岛
2017/10/19 0:45,32.67,105.42,2.9,9,四川广元市青川县
2017/10/19 9:15,35.95,111.54,3,5,山西临汾市襄汾县
2017/10/19 15:50,42,124.57,2.6,10,辽宁抚顺市清原县
2017/10/20 0:13,43.52,84.42,3.2,6,新疆伊犁州尼勒克县
2017/10/21 17:57,35.62,77.68,3.3,23,新疆喀什地区叶城县
2017/10/21 21:58,30.07,102.99,2.9,6,四川雅安市雨城区
2017/10/23 16:32,-52.4,16.89,5.9,10,非洲西南海域
2017/10/24 18:47,-7.21,123.07,6.7,570,班达海
2017/10/24 20:54,38.43,74.15,3.8,133,塔吉克斯坦
2017/10/24 23:17,44.05,87.74,2.2,6,新疆乌鲁木齐市米东区（有感）
2017/10/25 10:05,37.23,75.27,3.2,10,新疆喀什地区塔什库尔干县
2017/10/25 19:20,37.32,75.29,3.1,7,新疆喀什地区塔什库尔干县
2017/10/25 19:31,37.26,75.3,3,6,新疆喀什地区塔什库尔干县
2017/10/25 22:29,27.9,101.43,3,13,四川凉山州盐源县
2017/10/26 5:02,37.28,75.37,3.9,8,新疆喀什地区塔什库尔干县
2017/10/27 17:38,43.7,84.64,3.2,17,新疆塔城地区乌苏市
2017/10/27 20:12,39.68,118.32,2.6,14,河北唐山市开平区
2017/10/29 3:11,86.94,54.38,5.8,10,法兰士约瑟夫地群岛以北海域
2017/10/29 5:22,40.33,76.96,3,8,新疆克孜勒苏州阿图什市
2017/10/30 7:15,24.13,122.16,4.7,29,台湾花莲县海域
2017/10/31 8:42,-21.71,169.12,6.7,20,洛亚蒂群岛地区
2017/10/31 11:52,31.55,103.87,2.9,17,四川阿坝州茂县
2017/10/31 19:50,-3.79,127.83,6.2,30,印度尼西亚塞兰岛
2017/10/31 21:52,34.73,103.31,4.3,12,甘肃甘南州临潭县
2017/11/1 8:09,-21.68,168.92,6,10,洛亚蒂群岛
2017/11/1 9:02,37.97,87.33,3.8,25,新疆巴音郭楞州且末县
2017/11/1 10:23,-21.57,168.91,6.5,10,洛亚蒂群岛地区
2017/11/1 13:09,-21.79,168.91,5.9,10,洛亚蒂群岛地区
2017/11/1 13:28,33.38,96.16,3,10,青海玉树州玉树市
2017/11/1 13:33,33.35,96.18,3.9,10,青海玉树州玉树市
2017/11/2 13:21,43.42,80.12,3.2,6,哈萨克斯坦
2017/11/3 9:29,39.58,73.71,3.4,10,吉尔吉斯斯坦
2017/11/3 10:49,23.01,120.98,4.9,6,台湾台东县
2017/11/3 21:16,35.31,99.24,3.7,10,青海海南州兴海县
2017/11/4 7:34,23.62,121.59,4.7,13,台湾花莲县海域
2017/11/4 17:00,-15.3,-173.15,6.8,10,汤加群岛
2017/11/6 4:54,38.46,73.48,3.8,126,塔吉克斯坦
2017/11/6 8:34,31.22,103.7,3.8,17,四川成都市彭州市
2017/11/6 14:22,24.8,115.62,3,6,江西赣州市寻乌县
2017/11/6 14:46,35.97,106.14,2.8,11,宁夏固原市原州区
2017/11/6 21:34,36.76,96.38,3.3,10,青海海西州都兰县
2017/11/7 5:31,33.21,103.79,4.5,16,四川阿坝州九寨沟县
2017/11/7 14:21,42.56,82.07,3.2,25,新疆伊犁州特克斯县
2017/11/8 0:28,39.51,73.56,3.8,9,吉尔吉斯斯坦
2017/11/8 3:06,30.31,87.74,3.2,5,西藏日喀则市谢通门县
2017/11/8 5:26,-4.2,143.55,6.5,110,巴布亚新几内亚
2017/11/8 18:54,43.44,82.87,3.1,6,新疆伊犁州新源县
2017/11/9 10:13,34.61,78.52,3.8,104,新疆和田地区和田县
2017/11/9 21:28,47.59,122.85,3.2,10,黑龙江齐齐哈尔市碾子山区
2017/11/10 1:29,38.15,74.46,3.1,177,塔吉克斯坦
2017/11/10 11:03,31.54,103.97,4.2,19,四川德阳市绵竹市
2017/11/11 3:26,38.21,74.16,3,170,塔吉克斯坦
2017/11/11 4:53,38.26,73.95,4.6,7,塔吉克斯坦
2017/11/11 19:14,23.71,120.62,4.1,10,台湾云林县
2017/11/11 20:22,23.68,120.69,5,20,台湾南投县
2017/11/12 6:54,24.68,122.08,3.6,55,台湾宜兰县海域
2017/11/12 12:56,26.75,125.5,4.5,150,东海海域
2017/11/13 2:18,34.9,45.75,7.8,20,伊拉克
2017/11/13 6:24,38.1,144.95,5.9,10,日本本州东岸远海
2017/11/13 10:28,9.55,-84.57,6.7,20,哥斯达黎加
2017/11/13 17:19,38.29,74.2,3,156,塔吉克斯坦
2017/11/14 7:21,38.52,105.69,3,15,内蒙古阿拉善盟阿拉善左旗
2017/11/15 8:24,13.07,143.71,5.7,140,马里亚纳群岛
2017/11/15 9:24,31.06,95.1,3.1,9,西藏昌都市边坝县
2017/11/16 9:42,41.94,77.46,4.5,7,吉尔吉斯斯坦
2017/11/16 17:43,32.37,140.82,5.6,80,日本本州东海岸海域
2017/11/18 6:34,29.75,95.02,6.9,10,西藏林芝市米林县
2017/11/18 6:37,29.77,95.11,4,6,西藏林芝市米林县
2017/11/18 8:31,29.88,94.92,5,6,西藏林芝市巴宜区
2017/11/18 9:11,29.89,94.99,3.1,5,西藏林芝市巴宜区
2017/11/18 10:13,29.8,95.1,3.3,7,西藏林芝市巴宜区
2017/11/18 11:36,29.93,94.99,4.3,7,西藏林芝市巴宜区
2017/11/18 13:59,29.9,95,3,6,西藏林芝市巴宜区
2017/11/18 17:54,33.78,94.94,3.6,10,青海玉树州治多县
2017/11/19 0:07,2.5,128.15,5.7,10,印尼马鲁古海
2017/11/19 5:24,29.91,94.99,3.1,5,西藏林芝市巴宜区
2017/11/19 9:15,32.2,104.58,3.2,11,四川绵阳市平武县
2017/11/19 15:50,34.87,99.44,3.2,10,青海果洛州玛沁县
2017/11/19 17:25,-21.49,168.7,6.3,30,新喀里多尼亚
2017/11/19 23:09,-21.49,168.56,6.6,20,新喀里多尼亚
2017/11/20 5:47,29.39,104.05,3.1,15,四川乐山市犍为县
2017/11/20 6:43,-21.28,168.71,6.9,20,新喀里多尼亚
2017/11/20 8:58,30.68,108.38,2.4,5,重庆万州区(有感)
2017/11/21 2:26,35.36,86.57,4.7,7,西藏那曲地区尼玛县
2017/11/21 13:52,39.78,118.46,2.1,8,河北唐山市古冶区
2017/11/21 21:15,38.33,75.81,3,131,新疆克孜勒苏州阿克陶县
2017/11/22 4:10,30.05,85.58,3.6,8,西藏阿里地区措勤县
2017/11/22 15:50,38.54,73.92,3.2,110,塔吉克斯坦
2017/11/22 22:20,23.71,120.6,5.2,16,台湾云林县
2017/11/23 10:14,29.81,95.15,3.7,6,西藏林芝市巴宜区
2017/11/23 15:13,29.88,95.13,4.2,7,西藏林芝市巴宜区
2017/11/23 17:43,29.4,107.94,5,10,重庆武隆县
2017/11/23 22:12,29.88,95.07,3.2,6,西藏林芝市巴宜区
2017/11/24 4:55,23.6,120.69,4.2,22,台湾云林县
2017/11/27 11:30,33.03,94.17,3.2,11,青海玉树州杂多县
2017/11/27 15:11,-4.5,153.25,6,10,新爱尔兰地区
2017/11/28 11:45,36.81,80.79,3,12,新疆和田地区策勒县
2017/11/29 20:52,33.14,103.85,3.1,10,四川阿坝州九寨沟县
2017/11/29 23:16,40.23,75.99,3.2,7,新疆克孜勒苏州阿图什市
2017/11/30 3:09,39.02,110.62,2.8,0,陕西榆林市神木县(塌陷)
2017/11/30 14:32,-1.1,-23.42,6.5,10,中大西洋海岭中部
2017/12/1 10:32,30.7,57.35,6.1,10,伊朗
2017/12/1 10:49,-6.21,147.6,6,10,巴布亚新几内亚(更正)
2017/12/2 1:31,38.72,104.71,3.4,10,内蒙古阿拉善盟阿拉善左旗
2017/12/2 6:18,44.1,120.73,3.2,15,内蒙古赤峰市阿鲁科尔沁旗
2017/12/3 5:10,27.93,101.41,2.9,13,四川凉山州木里县
2017/12/3 19:19,-0.45,-80.27,6,20,厄瓜多尔
2017/12/4 1:45,35.47,77.8,3.7,7,克什米尔地区
2017/12/4 1:50,39.17,74.34,3.8,6,新疆克孜勒苏州阿克陶县
2017/12/4 8:08,-32.82,-178.73,5.7,10,克马德克群岛
2017/12/4 16:59,21.86,121.28,4.3,19,台湾台东县海域
2017/12/6 23:19,30.57,79.21,4.3,5,印度
2017/12/7 7:29,35.69,77.46,5.2,87,新疆喀什地区叶城县
2017/12/7 21:07,31.54,100.48,2.6,7,四川甘孜州炉霍县
2017/12/8 8:22,10.05,140.15,6.5,20,加罗林群岛地区
2017/12/8 10:51,27.51,86.25,4.2,6,尼泊尔
2017/12/8 13:02,29.36,98.72,3.3,5,西藏昌都市芒康县
2017/12/8 17:51,10,140.2,6.4,20,加罗林群岛地区
2017/12/9 7:42,-15.89,-173.94,5.9,150,汤加群岛
2017/12/10 8:14,33.25,103.75,2.7,20,四川阿坝州九寨沟县
2017/12/10 12:52,41.73,88.37,3.6,9,新疆吐鲁番市托克逊县
2017/12/11 5:37,29.92,94.99,3.6,6,西藏林芝市巴宜区
2017/12/11 6:53,34.03,78.46,3.9,10,克什米尔
2017/12/11 6:58,34.09,78.58,4.2,10,克什米尔
2017/12/11 7:35,34.09,78.35,3.6,8,克什米尔
2017/12/11 18:50,-20.85,-173.65,5.9,20,汤加群岛
2017/12/11 22:09,35,45.75,5.5,10,伊拉克
2017/12/12 16:43,30.75,57.3,6,10,伊朗
2017/12/13 5:41,30.8,57.25,6.2,10,伊朗
2017/12/13 7:17,24.04,122.4,4.1,18,台湾花莲县海域
2017/12/14 17:48,42.82,84.57,3.7,12,新疆巴音郭楞州和静县
2017/12/15 2:54,35.13,101.87,4.9,7,青海黄南州泽库县
2017/12/15 3:11,35.13,101.89,3,7,青海黄南州泽库县
2017/12/15 20:38,35.14,101.86,3.9,7,青海黄南州泽库县
2017/12/15 20:39,39.44,79.1,3,22,新疆喀什地区巴楚县
2017/12/16 0:47,-7.7,108.1,6.7,100,印尼爪哇岛
2017/12/16 9:43,35.81,80.68,3,9,新疆和田地区策勒县
2017/12/16 18:02,44.6,80.49,3.4,7,新疆伊犁州霍城县
2017/12/17 14:20,27.37,94.18,3.8,10,印度
2017/12/19 2:39,40.53,123.04,4.4,10,辽宁鞍山市海城市
2017/12/19 3:01,31.96,104.28,2.9,18,四川绵阳市北川县
2017/12/19 18:58,26.44,102.74,3.1,23,四川凉山州会东县
2017/12/20 1:40,29.88,95.08,5,6,西藏林芝市巴宜区
2017/12/20 4:08,29.92,95.01,3.2,6,西藏林芝市巴宜区
2017/12/20 12:10,37.76,112.48,2.8,5,山西太原市晋源区
2017/12/21 9:29,38.4,74.02,3,132,塔吉克斯坦
2017/12/21 23:27,29.39,105.49,1.9,9,重庆荣昌区(有感)
2017/12/22 9:28,33.48,91.3,3.5,10,青海海西州唐古拉地区
2017/12/23 13:23,38.12,78.23,3.1,13,新疆和田地区皮山县
2017/12/24 2:47,33.56,91.11,3.1,10,青海海西州唐古拉地区
2017/12/25 20:35,38.28,75.64,3,131,新疆克孜勒苏州阿克陶县
2017/12/26 5:02,39.44,73.74,4.1,10,新疆克孜勒苏州阿克陶县
2017/12/26 20:35,41.92,87.84,3.7,30,新疆巴音郭楞州和硕县
2017/12/27 12:40,36.53,77.96,3.9,103,新疆和田地区皮山县
2017/12/27 21:56,38.63,72.01,5.2,8,塔吉克斯坦
2017/12/28 1:11,38.19,81.78,3,31,新疆和田地区于田县
2017/12/29 7:25,40.58,77.6,3,10,新疆克孜勒苏州阿图什市
2017/12/29 10:58,41.18,83.7,3,7,新疆阿克苏地区库车县
2017/12/30 12:13,27.91,101.42,3.4,16,四川凉山州盐源县
2017/12/31 3:06,40.44,77.68,3.1,14,新疆克孜勒苏州阿图什市
2017/12/31 5:56,34.22,84.81,3.7,6,西藏阿里地区改则县
2017/12/31 7:23,39.29,72.68,4.2,7,吉尔吉斯斯坦
2017/12/31 13:47,29.77,95.16,3.1,6,西藏林芝市米林县
2018/1/1 0:02,33.5,86.61,3.3,6,西藏那曲地区尼玛县
2018/1/1 13:02,39.41,95.69,2.8,8,甘肃酒泉市肃北县
2018/1/1 17:13,31.26,103.45,2.5,10,四川阿坝州汶川县
2018/1/1 22:37,24.8,115.62,3,6,江西赣州市寻乌县
2018/1/3 7:16,38.87,72.65,4.1,8,塔吉克斯坦
2018/1/4 1:28,30.27,96.96,3.4,6,西藏昌都市八宿县
2018/1/4 5:35,23.93,99.32,4.6,10,云南临沧市永德县
2018/1/4 20:21,45.29,124.65,4.3,8,吉林松原市前郭尔罗斯县
2018/1/4 23:00,24.94,96.43,4.3,10,缅甸
2018/1/5 3:53,38.66,73.78,3.7,26,塔吉克斯坦
2018/1/5 15:52,38.22,74.47,3.1,168,塔吉克斯坦
2018/1/5 19:28,29.9,106.4,3.1,8,重庆北碚区
2018/1/5 23:55,39.74,118.69,2,9,河北唐山市滦县
2018/1/6 18:51,39.66,118.46,2.8,14,河北唐山市滦县
2018/1/6 21:03,39.68,118.3,2,11,河北唐山市开平区
2018/1/7 3:55,37.52,78.04,3.6,23,新疆和田地区皮山县
2018/1/7 14:47,24.55,94.66,5.7,33,缅甸
2018/1/8 4:14,21.35,103.27,3.4,10,越南
2018/1/9 8:05,38,72.59,5.5,7,塔吉克斯坦
2018/1/10 10:51,17.43,-83.51,7.6,10,洪都拉斯北部海域
2018/1/10 17:33,39.62,73.56,3.2,8,吉尔吉斯斯坦
2018/1/10 17:52,34.68,85.01,4,7,西藏阿里地区改则县
2018/1/11 7:45,44.83,92.68,3,6,新疆哈密地区巴里坤县
2018/1/11 9:58,46.57,129.68,3.2,7,黑龙江佳木斯市汤原县
2018/1/11 22:13,23.93,99.6,3.1,5,云南临沧市永德县
2018/1/12 2:26,18.38,96.1,6.2,10,缅甸
2018/1/13 20:59,43.53,118.4,2.4,10,内蒙古赤峰市巴林右旗(有感)
2018/1/14 17:18,-15.7,-74.72,7.2,20,秘鲁沿岸近海
2018/1/14 18:23,39.16,106.06,2.4,0,内蒙古阿拉善盟阿拉善左旗（爆破）
2018/1/15 10:58,38.33,73.95,3.9,8,塔吉克斯坦
2018/1/15 17:05,46.59,129.68,3.8,8,黑龙江佳木斯市汤原县
2018/2/7 3:36,23.98,121.71,4.1,9,台湾花莲县附近海域
2018/2/7 4:56,24.07,121.68,4.6,6,台湾花莲县附近海域
2018/2/7 7:11,24.04,121.68,4.5,6,台湾花莲县附近海域
2018/2/7 7:43,24.03,121.62,4.6,7,台湾花莲县
2018/2/7 10:15,37.57,112.45,3.4,10,山西太原市清徐县
2018/2/7 10:18,24.07,121.71,4.8,8,台湾花莲县附近海域
2018/2/7 11:36,24.05,121.74,4.8,11,台湾花莲县附近海域
2018/2/7 19:13,23.98,121.79,5,13,台湾花莲县附近海域
2018/2/7 21:06,24.07,121.78,4.8,11,台湾花莲县附近海域
2018/2/7 22:19,23.92,121.78,4.6,10,台湾花莲县附近海域
2018/2/7 23:21,24.07,121.79,6.1,12,台湾花莲县附近海域
2018/2/8 8:54,23.94,121.62,4.9,8,台湾花莲县附近海域
2018/2/8 11:06,23.95,121.62,4.2,6,台湾花莲县附近海域
2018/2/8 17:34,37.97,106.2,3.5,10,宁夏吴忠市利通区
2018/2/8 18:51,30.31,87.75,3.6,7,西藏日喀则市谢通门县
2018/2/8 21:28,43.75,92.48,4.2,10,新疆哈密地区巴里坤县
2018/2/9 4:56,30.23,87.78,3.6,21,西藏日喀则市谢通门县
2018/2/9 4:58,32.71,93.27,4,9,青海玉树州杂多县
2018/2/9 19:00,32.83,111.56,4.3,10,河南南阳市淅川县
2018/2/9 19:43,-17.9,-178.65,5.9,550,斐济群岛地区
2018/2/9 22:58,22.32,100.89,4.9,12,云南西双版纳州景洪市
2018/2/10 2:43,24,121.83,4.5,10,台湾花莲县附近海域
2018/2/10 6:17,32.35,89.93,3.6,10,西藏那曲地区双湖县
2018/2/10 15:39,36.08,76.49,3.5,15,新疆喀什地区塔什库尔干县
2018/2/11 21:12,30.32,87.69,3.9,11,西藏日喀则市谢通门县
2018/2/12 3:27,39.41,73.25,3.7,15,吉尔吉斯斯坦
2018/2/12 7:14,13.7,146.4,6,10,马里亚纳群岛
2018/2/12 18:31,39.37,116.67,4.3,20,河北廊坊市永清县
2018/2/13 15:21,39.72,74.31,3.7,8,新疆克孜勒苏州乌恰县
2018/2/13 17:32,36.91,96.78,4,9,青海海西州都兰县
2018/2/14 13:23,39.79,73.99,3.7,10,新疆克孜勒苏州乌恰县
2018/2/14 17:06,41.16,114.38,3.2,12,河北张家口市张北县
2018/2/15 1:14,43.96,81.63,3.9,18,新疆伊犁州伊宁县
2018/2/15 6:30,39.35,73.66,3.9,5,新疆克孜勒苏州阿克陶县
2018/2/15 7:21,38.42,73.8,4.5,132,塔吉克斯坦
2018/2/15 7:58,34.93,86.85,4.2,44,西藏那曲地区尼玛县
2018/2/15 11:27,27.24,99.98,4,12,云南迪庆州香格里拉市
2018/2/15 18:17,35.89,82.3,4.5,9,新疆和田地区于田县
2018/2/17 7:39,16.6,-97.75,7.1,10,墨西哥
2018/2/17 18:14,38.3,87.55,4.4,15,新疆巴音郭楞州若羌县
2018/2/18 11:44,32.29,105.02,4.4,19,四川广元市青川县
2018/2/19 3:21,23.92,121.12,4.2,27,台湾南投县
2018/2/19 22:47,24.61,121.63,4.9,59,台湾宜兰县
2018/2/20 22:09,24.47,100.79,4,6,云南普洱市景东县
2018/2/22 7:10,23.5,121.66,4.9,26,台湾花莲县附近海域
2018/2/22 8:10,30.46,101.55,4.2,18,四川甘孜州道孚县
2018/2/23 14:43,42.33,119.92,3.5,15,内蒙古赤峰市敖汉旗
2018/2/24 9:10,41.08,108.93,3.7,10,内蒙古巴彦淖尔市乌拉特前旗
2018/2/24 17:55,30.47,101.54,3.5,22,四川甘孜州道孚县
2018/2/26 1:44,-6.19,142.77,7.5,20,巴布亚新几内亚
2018/2/26 2:28,24.43,121.97,5,17,台湾宜兰县海域
2018/2/26 5:30,40.11,75.1,3.2,9,新疆克孜勒苏州乌恰县
2018/2/26 16:26,-6.32,143.37,5.8,20,巴布亚新几内亚
2018/2/26 21:34,-2.74,126.81,5.9,20,印尼塞兰海
2018/2/26 23:17,-6.45,143.26,6.3,15,巴布亚新几内亚
2018/2/26 23:32,39.6,118.16,2.2,14,河北唐山市路南区
2018/2/27 3:00,29.41,102.15,3.1,10,四川省雅安市石棉县
2018/2/27 21:42,31.61,103.45,3.4,15,四川阿坝州理县
2018/2/27 22:37,31.33,103.52,2.8,15,四川阿坝州汶川县
2018/2/28 10:45,-6.01,142.49,6.2,10,巴布亚新几内亚
2018/2/28 20:41,33.69,89.23,3.2,6,西藏那曲地区双湖县
2018/3/1 0:35,38.54,76.26,3.1,8,新疆克孜勒苏州阿克陶县
2018/3/1 0:46,37.76,73.46,4,9,塔吉克斯坦
2018/3/2 1:20,27.1,103.14,2.9,6,云南昭通市巧家县
2018/3/2 1:27,30.32,87.75,4.5,5,西藏日喀则市谢通门县
2018/3/2 11:42,24.34,122.91,4.2,8,先岛群岛海域
2018/3/3 2:07,41.32,83.93,3,14,新疆阿克苏地区库车县
2018/3/3 6:08,31.96,89.72,3.2,9,西藏那曲地区班戈县
2018/3/3 21:18,39.36,93.45,3.1,9,甘肃酒泉市阿克塞县
2018/3/4 1:35,24.23,121.86,4.6,9,台湾花莲县海域
2018/3/4 7:05,39.62,73.8,4.2,10,吉尔吉斯斯坦
2018/3/5 6:49,45.26,124.62,4.2,10,吉林松原市前郭尔罗斯县
2018/3/5 17:39,40.03,75.32,3,23,新疆克孜勒苏州乌恰县
2018/3/6 22:13,-6.31,142.65,6.7,20,巴布亚新几内亚
2018/3/7 12:40,45.79,152.32,5.8,30,千岛群岛以东海域
2018/3/8 4:51,23.65,98.43,3.2,5,缅甸
2018/3/9 1:39,-4.35,153.3,6.8,10,新爱尔兰地区
2018/3/9 13:46,29.61,104.77,2.8,5,四川内江市资中县
2018/3/9 19:06,-4.35,153.34,5.9,30,新爱尔兰地区
2018/3/10 0:39,29.58,104.78,3,5,四川内江市威远县
2018/3/10 6:08,23.63,98.43,3.6,5,缅甸
2018/3/10 11:21,35.86,76.09,3.7,8,克什米尔地区
2018/3/11 8:19,41.95,82.38,3.4,7,新疆阿克苏地区拜城县
2018/3/12 14:33,38.35,75.02,3.4,137,新疆克孜勒苏州阿克陶县
2018/3/12 20:14,30.92,87.43,3.4,8,西藏那曲市尼玛县
2018/3/13 10:36,45.26,124.74,3,11,吉林松原市宁江区
2018/3/13 16:02,34.26,104.86,2.9,8,甘肃陇南市礼县
2018/3/14 11:15,25.09,98.85,3.7,12,云南保山市隆阳区
2018/3/14 12:11,38.8,75.23,3,19,新疆克孜勒苏州阿克陶县
2018/3/14 18:48,24.12,122.07,4.4,6,台湾花莲县海域
2018/3/15 7:29,26.59,108.86,3.2,6,贵州黔东南州剑河县
2018/3/15 14:01,29.6,104.78,3.3,6,四川内江市资中县
2018/3/17 8:34,21.88,111.71,2.7,9,广东阳江市阳西县
2018/3/17 10:16,29.58,104.76,2.9,17,四川内江市威远县
2018/3/17 12:09,36.33,106.01,2.6,9,宁夏中卫市海原县
2018/3/17 16:05,44.3,84.86,3.2,10,新疆克拉玛依市独山子区
2018/3/17 23:02,39.76,75.34,2.9,10,新疆克孜勒苏州乌恰县（有感）
2018/3/18 3:31,28.09,104.72,3.3,13,四川宜宾市筠连县
2018/3/18 5:28,41.2,83.72,3.3,8,新疆阿克苏地区库车县
2018/3/18 6:55,42.49,85.25,3,7,新疆巴音郭楞州和静县
2018/3/18 12:29,33.24,103.79,3.1,5,四川阿坝州九寨沟县
2018/3/18 15:15,36.49,111.78,3.6,21,山西临汾市霍州市
2018/3/19 6:23,41.91,82.6,3.2,22,新疆阿克苏地区拜城县
2018/3/19 23:20,42,82.72,3.8,8,新疆阿克苏地区拜城县
2018/3/20 1:37,30.31,102.92,2.5,19,四川雅安市芦山县
2018/3/20 4:44,21.88,111.71,3.7,16,广东阳江市阳西县
2018/3/20 13:08,39.48,73.62,3.3,8,吉尔吉斯斯坦
2018/3/20 17:22,23.33,120.52,5.1,14,台湾台南市
2018/3/20 18:34,38.05,84.91,3.1,7,新疆巴音郭楞州且末县
2018/3/21 5:23,32.44,83.81,3.9,6,西藏阿里地区改则县
2018/3/22 22:27,23.65,120.59,4.4,11,台湾云林县
2018/3/24 9:35,41.12,83.45,3,20,新疆阿克苏地区库车县
2018/3/24 19:23,-5.61,151.45,6.3,50,新不列颠地区
2018/3/25 3:58,-45.76,96.25,5.9,10,东南印度洋海岭
2018/3/25 8:40,28.92,105.45,3.3,6,四川泸州市龙马潭区
2018/3/25 16:58,-7.36,128.35,6,150,班达海
2018/3/26 4:14,-6.62,129.82,6.5,170,班达海
2018/3/26 8:05,30.48,101.55,2.8,11,四川甘孜州道孚县
2018/3/26 12:43,24.41,98.8,2.9,13,云南保山市龙陵县
2018/3/26 17:51,-5.42,151.31,6.6,40,新不列颠地区
2018/3/28 18:17,42.29,104.72,4,15,蒙古
2018/3/28 18:29,24.67,121.96,3.9,66,台湾宜兰县海域
2018/3/29 8:17,24.08,120.97,4.9,6,台湾南投县
2018/3/29 12:08,30.48,101.55,2.6,9,四川甘孜州道孚县
2018/3/30 2:51,-9.42,159.56,5.8,30,所罗门群岛
2018/3/30 5:25,-5.47,151.43,6.8,20,新不列颠岛地区
2018/3/30 6:54,38.7,69.96,5.5,20,塔吉克斯坦
2018/3/30 9:28,29.52,104.56,3,11,四川内江市威远县
2018/3/30 11:15,39.48,76.88,3.1,22,新疆喀什地区伽师县
2018/3/30 17:26,39.41,122.19,2.5,13,辽宁大连市普兰店区
2018/3/31 3:18,42.15,81.03,4.2,7,新疆阿克苏地区拜城县
2018/3/31 8:09,39.8,74.97,3,12,新疆克孜勒苏州乌恰县
2018/3/31 17:26,32.84,90.48,3.8,7,西藏那曲市安多县
2018/4/1 9:18,42.14,85.46,4.2,6,新疆巴音郭楞州库尔勒市
2018/4/1 10:29,44.58,81.56,3.1,8,新疆博尔塔拉州博乐市
