year,day,dayTran,time,lat,long,mag,deep,location
2017,8/2,42949,2:07:23,38.75,73.06,3.8,7,塔吉克斯坦
2017,8/3,42950,8:14:52,39.71,73.84,3.9,7,吉尔吉斯斯坦
2017,8/4,42951,5:43:52,24.19,103.67,3.4,6,云南红河州弥勒市
2017,8/4,42951,20:59:05,38.53,74.11,3,116,塔吉克斯坦
2017,8/5,42952,3:24:01,39.56,95.59,3.3,8,甘肃酒泉市肃北县
2017,8/5,42952,12:01:56,26.61,108.83,3.3,10,贵州黔东南州剑河县
2017,8/5,42952,21:09:27,45.3,125.03,2.9,8,吉林松原市宁江区
2017,8/6,42953,8:15:03,-10.25,161.41,5.6,60,所罗门群岛
2017,8/6,42953,15:43:18,39.03,75.2,3.2,18,新疆克孜勒苏州阿克陶县
2017,8/7,42954,21:12:30,31.8,94.69,3.3,8,西藏那曲地区巴青县
2017,8/8,42955,21:19:46,33.2,103.82,7,20,四川阿坝州九寨沟县
2017,8/8,42955,21:28:55,33.24,103.78,3.2,5,四川阿坝州九寨沟县
2017,8/8,42955,21:41:34,33.18,103.85,3.3,9,四川阿坝州九寨沟县
2017,8/8,42955,23:04:56,33.24,103.79,3.2,5,四川阿坝州九寨沟县
2017,8/8,42955,23:49:18,33.28,103.78,3,9,四川阿坝州九寨沟县
2017,8/8,42955,23:51:12,33.11,103.88,3.1,10,四川阿坝州九寨沟县
2017,8/9,42956,0:35:17,33.13,103.85,3.2,20,四川阿坝州九寨沟县
2017,8/9,42956,3:59:09,33.29,103.79,3,10,四川阿坝州九寨沟县
2017,8/9,42956,5:16:02,33.3,103.76,3.6,10,四川阿坝州九寨沟县
2017,8/9,42956,5:37:14,33.12,103.87,3.6,17,四川阿坝州九寨沟县
2017,8/9,42956,5:41:09,33.14,103.83,3.3,10,四川阿坝州九寨沟县
2017,8/9,42956,6:24:49,33.14,103.85,3,18,四川阿坝州九寨沟县
2017,8/9,42956,6:49:03,33.11,103.88,3.2,18,四川阿坝州九寨沟县
2017,8/9,42956,6:49:31,33.31,103.77,3.3,13,四川阿坝州九寨沟县
2017,8/9,42956,7:27:52,44.27,82.89,6.6,11,新疆博尔塔拉州精河县
2017,8/9,42956,7:31:06,44.28,82.82,4,6,新疆博尔塔拉州精河县
2017,8/9,42956,7:32:51,44.29,82.74,4,12,新疆博尔塔拉州精河县
2017,8/9,42956,7:35:02,44.33,82.9,3.2,8,新疆博尔塔拉州精河县
2017,8/9,42956,7:36:27,44.29,82.75,3.3,13,新疆博尔塔拉州精河县
2017,8/9,42956,7:39:18,44.29,82.75,4.5,7,新疆博尔塔拉州精河县
2017,8/9,42956,7:44:31,44.31,82.76,4.7,8,新疆博尔塔拉州精河县
2017,8/9,42956,8:10:09,33.12,103.87,3.7,23,四川阿坝州九寨沟县
2017,8/9,42956,8:22:37,44.3,82.71,4,6,新疆博尔塔拉州精河县
2017,8/9,42956,8:27:26,44.28,82.7,3.1,5,新疆博尔塔拉州精河县
2017,8/9,42956,8:29:04,33.28,103.8,3.9,13,四川阿坝州九寨沟县
2017,8/9,42956,8:40:23,44.29,82.59,3.7,14,新疆博尔塔拉州精河县
2017,8/9,42956,8:51:02,44.29,82.74,3,12,新疆博尔塔拉州精河县
2017,8/9,42956,8:52:34,44.29,82.7,3.1,5,新疆博尔塔拉州精河县
2017,8/9,42956,8:54:32,44.28,82.69,3.1,12,新疆博尔塔拉州精河县
2017,8/9,42956,9:22:14,33.16,103.85,3.8,19,四川阿坝州九寨沟县
2017,8/9,42956,9:32:47,33.28,103.75,3.7,19,四川阿坝州九寨沟县
2017,8/9,42956,10:17:02,33.16,103.86,4.8,26,四川阿坝州九寨沟县
2017,8/9,42956,13:22:40,44.29,82.78,4.6,8,新疆博尔塔拉州精河县
2017,8/9,42956,13:30:01,44.1,82.07,3,7,新疆伊犁州尼勒克县
2017,8/9,42956,14:41:00,32.23,102.63,2.9,18,四川阿坝州黑水县
2017,8/9,42956,18:02:09,44.31,82.85,3.2,7,新疆博尔塔拉州精河县
2017,8/9,42956,18:20:03,31.81,108.75,2.9,7,重庆城口县（有感）
2017,8/9,42956,20:03:03,33.16,103.87,3.1,24,四川阿坝州九寨沟县
2017,8/9,42956,23:47:52,44.33,82.79,3.3,7,新疆博尔塔拉州精河县
2017,8/10,42957,1:14:12,44.28,82.73,3.3,7,新疆博尔塔拉州精河县
2017,8/10,42957,2:30:50,33.15,103.86,3.1,26,四川阿坝州九寨沟县
2017,8/10,42957,3:02:13,33.22,103.79,3.7,19,四川阿坝州九寨沟县
2017,8/10,42957,3:06:09,33.14,103.86,3,24,四川阿坝州九寨沟县
2017,8/10,42957,5:05:54,33.16,103.85,4.3,26,四川阿坝州九寨沟县
2017,8/10,42957,8:10:22,44.26,82.71,3.3,8,新疆博尔塔拉州精河县
2017,8/10,42957,9:54:02,33.16,103.85,3.2,17,四川阿坝州九寨沟县
2017,8/10,42957,15:30:09,33.14,103.86,2.8,26,四川阿坝州九寨沟县
2017,8/10,42957,17:38:31,33.26,103.76,3,19,四川阿坝州九寨沟县
2017,8/10,42957,17:48:34,33.22,103.85,4.1,26,四川阿坝州九寨沟县
2017,8/11,42958,7:31:12,47.56,89.58,3.1,6,新疆阿勒泰地区富蕴县
2017,8/11,42958,8:05:09,33.17,103.87,3,25,四川阿坝州九寨沟县
2017,8/11,42958,9:58:54,23.19,121.41,4.3,21,台湾台东县
2017,8/11,42958,13:28:25,14,120.71,6.3,180,菲律宾
2017,8/11,42958,19:26:21,33.1,103.87,3.4,26,四川阿坝州九寨沟县
2017,8/12,42959,2:20:13,44.29,82.77,3.1,7,新疆博尔塔拉州精河县
2017,8/12,42959,5:45:09,-16.47,-73.45,5.6,30,秘鲁沿岸近海
2017,8/12,42959,6:19:06,44.28,82.71,3.3,16,新疆博尔塔拉州精河县
2017,8/12,42959,7:56:39,33.12,103.87,3.7,12,四川阿坝州九寨沟县
2017,8/12,42959,12:14:21,39.48,74.82,3.2,6,新疆克孜勒苏州乌恰县
2017,8/13,42960,1:09:59,30.31,94.92,4.3,7,西藏林芝市波密县
2017,8/13,42960,8:08:34,22.13,121.1,3.8,60,台湾屏东县海域
2017,8/13,42960,11:08:12,-3.55,101.69,6.6,40,印尼苏门答腊南部
2017,8/13,42960,11:10:58,23.91,114.48,3,11,广东河源市东源县
2017,8/13,42960,11:52:29,38.32,75.74,3,156,新疆克孜勒苏州阿克陶县
2017,8/13,42960,15:41:49,44.3,82.85,3,8,新疆博尔塔拉州精河县
2017,8/13,42960,20:54:24,45.32,124.76,3.2,8,吉林松原市宁江区
2017,8/13,42960,22:38:31,33.08,103.9,3.4,18,四川阿坝州九寨沟县
2017,8/14,42961,0:51:24,-10.75,-74.35,5.7,10,秘鲁
2017,8/14,42961,19:26:01,41.29,83.74,4.5,7,新疆阿克苏地区库车县
2017,8/15,42962,11:58:15,45.42,124.75,4.5,7,吉林松原市宁江区
2017,8/15,42962,13:16:04,23.19,106.16,4,6,广西百色市靖西市
2017,8/15,42962,16:06:27,33.11,103.88,3,17,四川阿坝州九寨沟县
2017,8/16,42963,2:01:33,25.82,98.84,3.4,8,云南怒江州泸水县
2017,8/16,42963,6:49:43,38.33,74.03,4.3,7,塔吉克斯坦
2017,8/16,42963,12:06:08,35.99,77.71,3,7,新疆喀什地区叶城县
2017,8/16,42963,18:44:04,27.08,103.15,2.9,5,云南昭通市巧家县
2017,8/16,42963,20:33:27,44.27,82.79,3,7,新疆博尔塔拉州精河县
2017,8/16,42963,20:51:25,28.69,127.94,5.7,180,东海海域
2017,8/18,42965,7:34:05,32.53,105.14,3,17,四川广元市青川县
2017,8/18,42965,10:59:23,-1.22,-13.75,6.6,10,阿森松岛以北海域
2017,8/18,42965,16:09:56,38.65,73.24,3.7,7,塔吉克斯坦
2017,8/18,42965,17:19:24,44.28,82.73,3.4,8,新疆博尔塔拉州精河县
2017,8/19,42966,0:03:15,31.92,102.87,3,9,四川阿坝州黑水县
2017,8/19,42966,10:00:49,-17.95,-178.81,6.8,540,斐济群岛地区
2017,8/19,42966,19:52:10,33.11,103.91,3.4,19,四川阿坝州九寨沟县
2017,8/20,42967,5:14:34,41.31,83.82,3.8,11,新疆阿克苏地区库车县
2017,8/21,42968,9:12:13,30.37,94.84,3.1,8,西藏林芝市波密县
2017,8/21,42968,19:20:15,35.47,88.61,4,6,西藏那曲地区双湖县
2017,8/21,42968,20:03:17,27.66,86.41,3.9,7,尼泊尔
2017,8/22,42969,19:29:46,39.79,74.4,3,6,新疆克孜勒苏州乌恰县
2017,8/23,42970,7:20:44,33.32,92.83,3,10,青海玉树州杂多县
2017,8/23,42970,9:13:26,29.39,105.5,2.6,12,重庆荣昌区(有感)
2017,8/23,42970,11:29:28,39.68,118.33,2,15,河北唐山市开平区
2017,8/23,42970,11:38:42,37.49,112.42,3.1,5,山西太原市清徐县
2017,8/24,42971,2:00:39,39.41,74.96,3.4,7,新疆克孜勒苏州乌恰县
2017,8/24,42971,4:18:06,44.3,82.74,3,21,新疆博尔塔拉州精河县
2017,8/24,42971,9:06:13,38.42,74.02,3.3,128,塔吉克斯坦
2017,8/24,42971,18:53:56,24.43,99.51,3.1,5,云南保山市昌宁县
2017,8/25,42972,4:28:51,33.07,103.91,3,15,四川阿坝州九寨沟县
2017,8/26,42973,6:45:47,38.81,96.09,3.3,6,甘肃酒泉市肃北县
2017,8/27,42974,8:58:13,33.2,103.74,3.4,15,四川阿坝州九寨沟县
2017,8/27,42974,12:17:50,-1.42,148.09,6.3,10,巴布亚新几内亚附近海域
2017,8/28,42975,3:02:20,33.26,103.81,2.7,18,四川阿坝州九寨沟县
2017,8/28,42975,23:05:08,39.9,115.73,2.8,0,北京房山区(塌陷)
2017,8/29,42976,6:27:31,39.44,75.17,3.7,10,新疆克孜勒苏州乌恰县
2017,8/29,42976,20:52:58,41.28,83.85,3.2,8,新疆阿克苏地区库车县
2017,8/30,42977,3:24:52,38.85,110.29,2.6,0,陕西榆林市神木县(塌陷)
2017,8/30,42977,6:08:34,19.52,120.86,4.8,4,巴布延群岛海域
2017,8/30,42977,12:11:17,43.22,113.79,3.1,15,内蒙古锡林郭勒盟苏尼特右旗
2017,8/30,42977,21:46:17,27.9,101.37,3,8,四川凉山州木里县
2017,9/1,42979,1:06:55,-1.13,99.7,6.2,40,印尼苏门答腊南部
2017,9/1,42979,1:46:02,58.45,-153.63,5.8,50,美国阿拉斯加
2017,9/1,42979,6:57:37,-0.25,125.24,5.4,40,印尼马鲁古海
2017,9/1,42979,10:38:09,32.2,82.74,4.6,8,西藏阿里地区革吉县
2017,9/2,42980,3:30:54,36.28,106.01,4.6,10,宁夏固原市原州区
2017,9/3,42981,5:59:47,34.14,83.56,4.1,6,西藏阿里地区改则县
2017,9/3,42981,6:13:12,38.39,76.56,3,8,新疆克孜勒苏州阿克陶县
2017,9/3,42981,11:30:01,41.35,129.11,6.3,0,朝鲜(疑爆)
2017,9/3,42981,11:38:31,41.21,129.18,4.6,0,朝鲜（塌陷）
2017,9/4,42982,3:05:03,37.5,114.35,3.7,5,河北邢台市临城县
2017,9/4,42982,16:07:36,-57.68,-25.58,6,30,南桑威奇群岛地区
2017,9/4,42982,16:34:05,37.61,78.18,3.3,25,新疆和田地区皮山县
2017,9/4,42982,18:43:59,42.56,86.13,3,8,新疆巴音郭楞州和静县
2017,9/4,42982,21:47:22,34.41,87.46,3.8,5,西藏那曲地区双湖县
2017,9/5,42983,1:14:22,35.09,108.18,3.2,0,陕西咸阳市彬县(塌陷)
2017,9/6,42984,1:57:20,33.24,103.79,3.4,10,四川阿坝州九寨沟县
2017,9/6,42984,13:39:27,32.64,120.56,3,10,江苏盐城市东台市
2017,9/7,42985,3:38:33,40.37,122.14,2.7,10,辽宁营口市鲅鱼圈区海域
2017,9/7,42985,6:53:40,45.26,124.75,3.1,9,吉林松原市宁江区
2017,9/7,42985,12:15:29,33.11,103.91,3.3,22,四川阿坝州九寨沟县
2017,9/8,42986,1:26:47,27.71,139.8,6.2,460,日本小笠原群岛地区
2017,9/8,42986,4:14:51,39.92,77.4,3.2,7,新疆克孜勒苏州阿图什市
2017,9/8,42986,12:49:15,15.05,-93.9,8.2,20,墨西哥沿岸近海
2017,9/8,42986,16:03:16,27.04,100.9,2.8,11,云南丽江市宁蒗县
2017,9/9,42987,6:57:22,44.25,82.68,3.8,17,新疆博尔塔拉州精河县
2017,9/9,42987,15:25:58,27.29,100.31,3.1,5,云南丽江市玉龙县
2017,9/9,42987,15:48:34,38.75,74.95,4.1,6,新疆克孜勒苏州阿克陶县
2017,9/9,42987,23:58:50,33.29,103.75,3,10,四川阿坝州九寨沟县
2017,9/10,42988,3:04:54,39.94,115.88,2.1,0,北京门头沟区
2017,9/10,42988,22:41:23,35.59,116.85,3.6,18,山东济宁市兖州市
2017,9/11,42989,1:18:50,41.88,82.47,3.2,7,新疆阿克苏地区拜城县
2017,9/11,42989,5:40:22,57.03,-33.57,5.8,10,雷克雅内斯海岭
2017,9/11,42989,10:25:40,24.77,122.09,3.4,87,台湾宜兰县海域
2017,9/11,42989,23:53:05,41.87,123.9,2.6,0,辽宁抚顺市顺城区（矿震）
2017,9/12,42990,0:35:04,28.93,105.42,3.6,2,四川泸州市龙马潭区
2017,9/12,42990,2:39:23,38.29,74.21,3,159,塔吉克斯坦
2017,9/12,42990,18:40:10,27.92,101.42,3.2,13,四川凉山州木里县
2017,9/12,42990,19:25:59,27.91,101.39,3,15,四川凉山州木里县
2017,9/12,42990,19:26:40,27.93,101.42,4.4,13,四川凉山州木里县
2017,9/13,42991,7:59:41,33.26,103.81,3.3,23,四川阿坝州九寨沟县
2017,9/14,42992,9:27:27,26.65,100.21,3,11,云南大理州鹤庆县
2017,9/15,42993,13:43:58,37.46,115.01,2.9,5,河北邢台市宁晋县
2017,9/16,42994,18:11:32,42.11,83.43,5.7,6,新疆阿克苏地区库车县
2017,9/16,42994,18:29:04,42.14,83.38,3.6,7,新疆阿克苏地区库车县
2017,9/16,42994,21:01:27,27.77,100.78,3.1,13,四川凉山州盐源县
2017,9/18,42996,6:39:52,23.52,121.71,3.8,21,台湾花莲县海域
2017,9/18,42996,23:37:05,33.23,103.77,2.8,11,四川阿坝州九寨沟县
2017,9/18,42996,23:54:16,40.82,77.32,3.7,22,新疆克孜勒苏州阿合奇县
2017,9/19,42997,19:32:37,39.77,118.42,2.1,13,河北唐山市古冶区
2017,9/20,42998,0:39:39,42.07,83.44,3.1,5,新疆阿克苏地区库车县
2017,9/20,42998,1:12:59,41.24,87.28,3.3,5,新疆巴音郭楞州尉犁县
2017,9/20,42998,2:14:39,18.58,-98.47,7.1,50,墨西哥
2017,9/20,42998,4:18:07,37.33,141.68,5.3,40,日本本州东岸近海
2017,9/20,42998,22:29:55,23.35,121.85,5.5,15,台湾花莲县海域
2017,9/21,42999,0:37:15,37.93,144.73,6,10,日本本州东岸海域
2017,9/21,42999,4:09:49,-18.75,169.1,6.4,205,瓦努阿图群岛
2017,9/21,42999,6:04:30,38.43,74.07,3,128,塔吉克斯坦
2017,9/21,42999,10:17:49,46.95,90.83,3.2,6,新疆阿勒泰地区青河县
2017,9/21,42999,11:28:21,44.28,82.34,3.2,15,新疆博尔塔拉州精河县
2017,9/21,42999,15:19:00,28.05,85.75,3.3,7,尼泊尔
2017,9/21,42999,18:03:12,27.93,101.41,3,15,四川凉山州木里县
2017,9/22,43000,1:46:39,33.02,87.64,3.8,8,西藏那曲地区双湖县
2017,9/23,43001,16:29:16,41.36,129.06,3.4,0,朝鲜(疑爆)
2017,9/23,43001,18:38:05,15.54,-94.2,5.7,70,墨西哥沿岸近海
2017,9/23,43001,20:53:05,16.75,-94.91,6.1,40,墨西哥
2017,9/23,43001,21:30:34,13.67,120.82,5,190,菲律宾
2017,9/24,43002,2:48:32,32.51,105.51,2.9,9,四川广元市青川县
2017,9/24,43002,2:50:46,32.5,105.51,3.1,5,四川广元市青川县
2017,9/24,43002,9:06:39,32.5,105.52,3.3,13,四川广元市青川县
2017,9/24,43002,13:49:45,24.01,122.32,4,19,台湾花莲县海域
2017,9/25,43003,19:13:31,36.62,106.18,2.9,8,宁夏吴忠市同心县
2017,9/26,43004,12:19:59,-23.63,-176.89,6.4,100,斐济群岛以南
2017,9/26,43004,19:23:06,39.65,73.85,3.4,8,吉尔吉斯斯坦
2017,9/28,43006,17:33:31,47.31,121.24,3.8,18,内蒙古呼伦贝尔市扎兰屯市
2017,9/29,43007,12:00:20,14.89,-94.03,5.6,20,墨西哥沿岸近海
2017,9/29,43007,15:57:05,33.86,90.5,3.4,9,青海海西州唐古拉地区
2017,9/30,43008,1:02:25,42.11,83.5,3.2,20,新疆阿克苏地区库车县
2017,9/30,43008,14:14:37,32.27,105,5.4,13,四川广元市青川县
2017,9/30,43008,20:12:24,40.52,92.18,3,6,新疆巴音郭楞州若羌县
2017,10/1,43009,20:18:11,28.5,96.42,3.7,7,西藏林芝市察隅县
2017,10/3,43011,19:17:46,23.14,106.17,4.1,8,广西百色市靖西市
2017,10/5,43013,3:18:11,33.29,103.78,3.3,17,四川阿坝州九寨沟县
2017,10/5,43013,7:48:04,29.4,105.53,2.5,11,重庆荣昌区（有感）
2017,10/5,43013,10:42:43,26.17,100.58,2.9,9,云南丽江市永胜县
2017,10/6,43014,12:27:52,39.52,73.21,3.2,8,吉尔吉斯斯坦
2017,10/6,43014,15:59:33,37.5,144,6.1,10,日本本州东岸远海
2017,10/6,43014,18:25:34,33.23,103.8,4,20,四川阿坝州九寨沟县
2017,10/7,43015,11:46:51,39.06,106.77,2.8,11,宁夏石嘴山市平罗县
2017,10/7,43015,23:54:36,43.72,87.99,2,28,新疆乌鲁木齐市达坂城区(有感）
2017,10/9,43017,4:48:58,-61.71,154.53,6,10,巴勒尼群岛地区
2017,10/9,43017,6:34:34,52.38,176.8,6.5,130,阿留申群岛
2017,10/9,43017,7:29:52,22.49,121.34,4,7,台湾台东县海域
2017,10/10,43018,0:16:05,47.31,82.31,3,8,哈萨克斯坦
2017,10/10,43018,1:04:43,28.96,94.93,3.1,6,西藏林芝市墨脱县
2017,10/10,43018,14:32:19,-18.58,-69.64,6.3,90,智利北部
2017,10/11,43019,2:53:31,-54.19,8.28,6.7,20,南极洲布韦岛地区
2017,10/11,43019,23:53:40,33.62,89.98,3.1,7,青海海西州唐古拉地区
2017,10/12,43020,15:52:25,31.96,94.98,4.5,7,西藏昌都市丁青县
2017,10/13,43021,2:34:11,25.18,97.91,3.3,7,云南德宏州盈江县
2017,10/13,43021,4:03:50,32.51,105.52,3.6,16,四川广元市青川县
2017,10/13,43021,23:17:05,42.2,83.52,3,8,新疆阿克苏地区库车县
2017,10/14,43022,11:02:14,33.22,103.8,3.2,12,四川阿坝州九寨沟县
2017,10/14,43022,20:16:54,38.6,76.14,3.3,10,新疆克孜勒苏州阿克陶县
2017,10/15,43023,4:57:11,39.64,118.23,2.4,10,河北唐山市路北区
2017,10/15,43023,7:03:24,44.59,80.2,3.2,6,哈萨克斯坦
2017,10/15,43023,8:57:54,38.6,76.13,3.8,10,新疆克孜勒苏州阿克陶县
2017,10/15,43023,18:21:01,36.25,102.21,3.4,10,青海海东市乐都区
2017,10/16,43024,21:03:05,40.41,77.12,3.9,7,新疆克孜勒苏州阿图什市
2017,10/17,43025,3:45:08,34.67,101.88,3.4,10,青海黄南州河南县
2017,10/18,43026,2:54:20,28.33,102.83,3.3,18,四川凉山州昭觉县
2017,10/18,43026,4:16:05,33.04,91.77,3.9,5,青海海西州唐古拉地区
2017,10/18,43026,20:00:56,-20.5,-173.65,6.3,10,汤加群岛
2017,10/19,43027,0:45:11,32.67,105.42,2.9,9,四川广元市青川县
2017,10/19,43027,9:15:44,35.95,111.54,3,5,山西临汾市襄汾县
2017,10/19,43027,15:50:34,42,124.57,2.6,10,辽宁抚顺市清原县
2017,10/20,43028,0:13:29,43.52,84.42,3.2,6,新疆伊犁州尼勒克县
2017,10/21,43029,17:57:20,35.62,77.68,3.3,23,新疆喀什地区叶城县
2017,10/21,43029,21:58:11,30.07,102.99,2.9,6,四川雅安市雨城区
2017,10/23,43031,16:32:34,-52.4,16.89,5.9,10,非洲西南海域
2017,10/24,43032,18:47:46,-7.21,123.07,6.7,570,班达海
2017,10/24,43032,20:54:10,38.43,74.15,3.8,133,塔吉克斯坦
2017,10/24,43032,23:17:44,44.05,87.74,2.2,6,新疆乌鲁木齐市米东区（有感）
2017,10/25,43033,10:05:37,37.23,75.27,3.2,10,新疆喀什地区塔什库尔干县
2017,10/25,43033,19:20:01,37.32,75.29,3.1,7,新疆喀什地区塔什库尔干县
2017,10/25,43033,19:31:00,37.26,75.3,3,6,新疆喀什地区塔什库尔干县
2017,10/25,43033,22:29:37,27.9,101.43,3,13,四川凉山州盐源县
2017,10/26,43034,5:02:12,37.28,75.37,3.9,8,新疆喀什地区塔什库尔干县
2017,10/27,43035,17:38:33,43.7,84.64,3.2,17,新疆塔城地区乌苏市
2017,10/27,43035,20:12:07,39.68,118.32,2.6,14,河北唐山市开平区
2017,10/29,43037,3:11:03,86.94,54.38,5.8,10,法兰士约瑟夫地群岛以北海域
2017,10/29,43037,5:22:45,40.33,76.96,3,8,新疆克孜勒苏州阿图什市
2017,10/30,43038,7:15:44,24.13,122.16,4.7,29,台湾花莲县海域
2017,10/31,43039,8:42:09,-21.71,169.12,6.7,20,洛亚蒂群岛地区
2017,10/31,43039,11:52:31,31.55,103.87,2.9,17,四川阿坝州茂县
2017,10/31,43039,19:50:51,-3.79,127.83,6.2,30,印度尼西亚塞兰岛
2017,10/31,43039,21:52:20,34.73,103.31,4.3,12,甘肃甘南州临潭县
2017,11/1,43040,8:09:33,-21.68,168.92,6,10,洛亚蒂群岛
2017,11/1,43040,9:02:57,37.97,87.33,3.8,25,新疆巴音郭楞州且末县
2017,11/1,43040,10:23:56,-21.57,168.91,6.5,10,洛亚蒂群岛地区
2017,11/1,43040,13:09:00,-21.79,168.91,5.9,10,洛亚蒂群岛地区
2017,11/1,43040,13:28:39,33.38,96.16,3,10,青海玉树州玉树市
2017,11/1,43040,13:33:38,33.35,96.18,3.9,10,青海玉树州玉树市
2017,11/2,43041,13:21:26,43.42,80.12,3.2,6,哈萨克斯坦
2017,11/3,43042,9:29:26,39.58,73.71,3.4,10,吉尔吉斯斯坦
2017,11/3,43042,10:49:00,23.01,120.98,4.9,6,台湾台东县
2017,11/3,43042,21:16:51,35.31,99.24,3.7,10,青海海南州兴海县
2017,11/4,43043,7:34:47,23.62,121.59,4.7,13,台湾花莲县海域
2017,11/4,43043,17:00:17,-15.3,-173.15,6.8,10,汤加群岛
2017,11/6,43045,4:54:25,38.46,73.48,3.8,126,塔吉克斯坦
2017,11/6,43045,8:34:13,31.22,103.7,3.8,17,四川成都市彭州市
2017,11/6,43045,14:22:10,24.8,115.62,3,6,江西赣州市寻乌县
2017,11/6,43045,14:46:26,35.97,106.14,2.8,11,宁夏固原市原州区
2017,11/6,43045,21:34:02,36.76,96.38,3.3,10,青海海西州都兰县
2017,11/7,43046,5:31:08,33.21,103.79,4.5,16,四川阿坝州九寨沟县
2017,11/7,43046,14:21:46,42.56,82.07,3.2,25,新疆伊犁州特克斯县
2017,11/8,43047,0:28:39,39.51,73.56,3.8,9,吉尔吉斯斯坦
2017,11/8,43047,3:06:42,30.31,87.74,3.2,5,西藏日喀则市谢通门县
2017,11/8,43047,5:26:36,-4.2,143.55,6.5,110,巴布亚新几内亚
2017,11/8,43047,18:54:15,43.44,82.87,3.1,6,新疆伊犁州新源县
2017,11/9,43048,10:13:42,34.61,78.52,3.8,104,新疆和田地区和田县
2017,11/9,43048,21:28:29,47.59,122.85,3.2,10,黑龙江齐齐哈尔市碾子山区
2017,11/10,43049,1:29:16,38.15,74.46,3.1,177,塔吉克斯坦
2017,11/10,43049,11:03:14,31.54,103.97,4.2,19,四川德阳市绵竹市
2017,11/11,43050,3:26:29,38.21,74.16,3,170,塔吉克斯坦
2017,11/11,43050,4:53:35,38.26,73.95,4.6,7,塔吉克斯坦
2017,11/11,43050,19:14:40,23.71,120.62,4.1,10,台湾云林县
2017,11/11,43050,20:22:53,23.68,120.69,5,20,台湾南投县
2017,11/12,43051,6:54:20,24.68,122.08,3.6,55,台湾宜兰县海域
2017,11/12,43051,12:56:29,26.75,125.5,4.5,150,东海海域
2017,11/13,43052,2:18:19,34.9,45.75,7.8,20,伊拉克
2017,11/13,43052,6:24:06,38.1,144.95,5.9,10,日本本州东岸远海
2017,11/13,43052,10:28:23,9.55,-84.57,6.7,20,哥斯达黎加
2017,11/13,43052,17:19:38,38.29,74.2,3,156,塔吉克斯坦
2017,11/14,43053,7:21:13,38.52,105.69,3,15,内蒙古阿拉善盟阿拉善左旗
2017,11/15,43054,8:24:33,13.07,143.71,5.7,140,马里亚纳群岛
2017,11/15,43054,9:24:57,31.06,95.1,3.1,9,西藏昌都市边坝县
2017,11/16,43055,9:42:56,41.94,77.46,4.5,7,吉尔吉斯斯坦
2017,11/16,43055,17:43:34,32.37,140.82,5.6,80,日本本州东海岸海域
2017,11/18,43057,6:34:19,29.75,95.02,6.9,10,西藏林芝市米林县
2017,11/18,43057,6:37:58,29.77,95.11,4,6,西藏林芝市米林县
2017,11/18,43057,8:31:58,29.88,94.92,5,6,西藏林芝市巴宜区
2017,11/18,43057,9:11:50,29.89,94.99,3.1,5,西藏林芝市巴宜区
2017,11/18,43057,10:13:38,29.8,95.1,3.3,7,西藏林芝市巴宜区
2017,11/18,43057,11:36:04,29.93,94.99,4.3,7,西藏林芝市巴宜区
2017,11/18,43057,13:59:44,29.9,95,3,6,西藏林芝市巴宜区
2017,11/18,43057,17:54:38,33.78,94.94,3.6,10,青海玉树州治多县
2017,11/19,43058,0:07:01,2.5,128.15,5.7,10,印尼马鲁古海
2017,11/19,43058,5:24:48,29.91,94.99,3.1,5,西藏林芝市巴宜区
2017,11/19,43058,9:15:47,32.2,104.58,3.2,11,四川绵阳市平武县
2017,11/19,43058,15:50:21,34.87,99.44,3.2,10,青海果洛州玛沁县
2017,11/19,43058,17:25:50,-21.49,168.7,6.3,30,新喀里多尼亚
2017,11/19,43058,23:09:04,-21.49,168.56,6.6,20,新喀里多尼亚
2017,11/20,43059,5:47:08,29.39,104.05,3.1,15,四川乐山市犍为县
2017,11/20,43059,6:43:30,-21.28,168.71,6.9,20,新喀里多尼亚
2017,11/20,43059,8:58:15,30.68,108.38,2.4,5,重庆万州区(有感)
2017,11/21,43060,2:26:25,35.36,86.57,4.7,7,西藏那曲地区尼玛县
2017,11/21,43060,13:52:12,39.78,118.46,2.1,8,河北唐山市古冶区
2017,11/21,43060,21:15:20,38.33,75.81,3,131,新疆克孜勒苏州阿克陶县
2017,11/22,43061,4:10:58,30.05,85.58,3.6,8,西藏阿里地区措勤县
2017,11/22,43061,15:50:08,38.54,73.92,3.2,110,塔吉克斯坦
2017,11/22,43061,22:20:10,23.71,120.6,5.2,16,台湾云林县
2017,11/23,43062,10:14:12,29.81,95.15,3.7,6,西藏林芝市巴宜区
2017,11/23,43062,15:13:45,29.88,95.13,4.2,7,西藏林芝市巴宜区
2017,11/23,43062,17:43:33,29.4,107.94,5,10,重庆武隆县
2017,11/23,43062,22:12:38,29.88,95.07,3.2,6,西藏林芝市巴宜区
2017,11/24,43063,4:55:32,23.6,120.69,4.2,22,台湾云林县
2017,11/27,43066,11:30:34,33.03,94.17,3.2,11,青海玉树州杂多县
2017,11/27,43066,15:11:06,-4.5,153.25,6,10,新爱尔兰地区
2017,11/28,43067,11:45:07,36.81,80.79,3,12,新疆和田地区策勒县
2017,11/29,43068,20:52:10,33.14,103.85,3.1,10,四川阿坝州九寨沟县
2017,11/29,43068,23:16:30,40.23,75.99,3.2,7,新疆克孜勒苏州阿图什市
